,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEdimgrey,kMElightgrey
WDR70,99,darkgrey,darkgrey,1,-0.2823136471895721,0.5004424948402103,0.4090328268052977,0.23924297511846448
ITSN2,99,darkgrey,darkgrey,1,-0.4092801085484946,0.4999676327402601,0.400728097104958,0.008993663312035192
CNOT4,99,darkgrey,darkgrey,1,-0.5690591231505739,0.49920584833098225,0.5094304162453576,0.09045171039379993
VPS54,99,darkgrey,darkgrey,1,-0.43971545040399285,0.4986051352253916,0.4210936190429173,0.27543345113203793
TRIM44,98,darkgrey,darkgrey,1,-0.2907949777502715,0.49643543439176135,0.3457280119385461,0.2195314734734902
PAK2,99,darkgrey,darkgrey,1,-0.3871169159436085,0.4963042003813431,0.39355540400911726,0.1841699793555835
VPS41,98,darkgrey,darkgrey,1,-0.2722677794440133,0.49613651923847374,0.26766968728085744,0.013971379371233016
FTO,99,darkgrey,darkgrey,1,-0.4518072206969367,0.49403680883201323,0.4926496136868106,0.26315953152375093
RPS6KC1,99,darkgrey,darkgrey,1,-0.4198667957760414,0.49287636525797796,0.3840262495926892,0.212041399431187
ETFA,99,darkgrey,darkgrey,1,-0.22574945610538305,0.4924958175483332,-0.01303124164910082,-0.3210644951918028
ZNF638,99,darkgrey,darkgrey,1,-0.43266234414294436,0.49212491060957375,0.48945989193506073,0.1354948481505505
ATF6,99,darkgrey,darkgrey,1,-0.21679633952736996,0.49161244765916096,0.2856872739802294,0.3033026498575226
CSNK1A1,99,darkgrey,darkgrey,1,-0.25637032767951706,0.49113301151405375,0.23416700448820105,0.013354639622957227
HIBADH,90,darkgrey,darkgrey,1,-0.335061085203629,0.4896012865692481,0.20147482281119192,0.09204014843066534
AQP9,48,darkgrey,darkgrey,1,0.03882822916028682,0.4892194767205933,-0.2782704495561515,-0.4755994392992839
MBP,99,darkgrey,darkgrey,1,-0.2803872377170862,0.4880780835432137,0.2647531544615992,-0.13113533712520584
RASA1,99,darkgrey,darkgrey,1,-0.48453256572391123,0.487904224362337,0.6560729687588904,0.531901243491271
EPS15,99,darkgrey,darkgrey,1,-0.3494738303937412,0.4877473452238871,0.5042117158217879,-0.00047968822521877097
CCDC50,53,darkgrey,darkgrey,1,-0.2813427728929559,0.48743003249484423,0.2652063835090564,0.28007410347508116
SMYD3,99,darkgrey,darkgrey,1,-0.4592037313452365,0.4873082802404173,0.4943126245261636,-0.015814370167997274
UTRN,99,darkgrey,darkgrey,1,-0.7263427777108977,0.4865652855105984,0.732997647735856,0.209399151880424
TFG,87,darkgrey,darkgrey,1,-0.24357036593596473,0.48574273568496984,0.14983134215200086,-0.11795859231810536
PTEN,99,darkgrey,darkgrey,1,-0.26935510192631074,0.4849089355459127,0.20445286907276952,0.059751245221349655
CYP2E1,73,darkgrey,darkgrey,1,0.2160818880298324,0.4843345609549125,-0.3235007641713685,-0.42929241599800266
TPRG1,99,darkgrey,darkgrey,1,-0.2904248912268236,0.4834347827609875,0.3659500097055084,0.24966123106322258
TTR,90,darkgrey,darkgrey,1,0.3043364829578811,0.4825299490014729,-0.3625647029132875,-0.39230371446539425
HERC4,99,darkgrey,darkgrey,1,-0.3599028670218016,0.4823417631465541,0.5134455863909819,0.26567751802143114
UBE3A,99,darkgrey,darkgrey,1,-0.44419029444794855,0.48071308311102334,0.41292288423240003,0.0731931994511351
PPP3CA,99,darkgrey,darkgrey,1,-0.28126500853418546,0.48069663609457647,0.34698937861535306,0.06079872998240502
ANKRD28,99,darkgrey,darkgrey,1,-0.2528935505851472,0.4794472265208867,0.16661743325547834,-0.09606078149404321
ABHD2,99,darkgrey,darkgrey,1,-0.30823440783012934,0.47887181727146805,0.32652833371981616,0.04616953605857876
GPAM,53,darkgrey,darkgrey,1,0.0336761282695703,0.4746468951744219,-0.0984920658144465,0.011792073062764858
AGFG1,99,darkgrey,darkgrey,1,-0.3250648762376095,0.47451606523846435,0.36085167759600384,0.09649485145575608
TEAD1,57,darkgrey,darkgrey,1,-0.26188293570589993,0.47448857256802496,0.22331392448647125,0.19621717835965954
STRN3,99,darkgrey,darkgrey,1,-0.20336890597145826,0.47371240845461393,0.25117181208354666,0.08025093364309929
SOS1,99,darkgrey,darkgrey,1,-0.5944556809093846,0.4736686902354366,0.5432219990631629,0.08816357601744235
AKR1C2,50,darkgrey,darkgrey,1,0.1539959682414675,0.472936797118232,-0.3360886685379141,-0.3674276284683966
SDC2,58,darkgrey,darkgrey,1,-0.01961682457591891,0.47234147198568915,-0.10258051333266731,-0.1595475034898874
FBXW11,99,darkgrey,darkgrey,1,-0.5418242260840542,0.47233148542637843,0.4596495105076512,0.23526047761570767
ANKIB1,99,darkgrey,darkgrey,1,-0.35579355734998125,0.4707351299157139,0.39548530927141656,0.07844120956278401
SNX13,94,darkgrey,darkgrey,1,0.08423976700739737,0.4703695694380082,0.06174292240903337,0.06392099360617061
STAT1,99,darkgrey,darkgrey,1,-0.4231714495822913,0.47036650812564806,0.42469596447752245,0.22666853869215225
PCSK6,51,darkgrey,darkgrey,1,-0.07358874391259392,0.46955926707933826,0.1781283042120426,0.2567050791860806
KDM6A,99,darkgrey,darkgrey,1,-0.16049323791833298,0.4679683578900241,0.27719369039274094,0.050347339137811455
AFDN,57,darkgrey,darkgrey,1,-0.3781881555159887,0.46784718576220174,0.43541373001872624,0.3506648417286314
EGFR,43,darkgrey,darkgrey,1,-0.2131303543557672,0.46778559006954606,0.20906661945117663,0.3857403935630948
GPHN,99,darkgrey,darkgrey,1,-0.2114169178796101,0.46638201106017396,0.3057510337638161,0.10167519802949086
AASS,65,darkgrey,darkgrey,1,-0.0202720105904158,0.46595301720612337,-0.037289033277901125,0.06936913681451719
MPDZ,49,darkgrey,darkgrey,1,-0.13012605439711647,0.46513161143467313,0.10048931948963524,0.1758171412366331
UBXN4,99,darkgrey,darkgrey,1,-0.27671648708470914,0.46504513132252656,0.2625390627786702,0.3192042937504004
COBLL1,61,darkgrey,darkgrey,1,-0.018101681556385085,0.4649944760402689,-0.0029230002386047916,-0.0943815600673083
RAD23B,96,darkgrey,darkgrey,1,-0.2568527332938483,0.46400860387704557,0.09678625487491048,-0.1185296534093084
RNF13,99,darkgrey,darkgrey,1,-0.2955554749847959,0.46319789320104554,0.2763182212077186,0.26864583183649127
KMT2A,99,darkgrey,darkgrey,1,-0.3289526442743356,0.46229981530158665,0.4995785094100425,0.22811071162662894
ARL15,99,darkgrey,darkgrey,1,-0.4200381524947007,0.46207997880966784,0.4476024516732297,-0.04318309285201282
DAP,79,darkgrey,darkgrey,1,-0.33089917679043873,0.4616138372084148,0.2704350419403433,0.014491331040796572
XRN2,98,darkgrey,darkgrey,1,0.06856370521648322,0.4613242459097067,0.045750211036199515,0.033498104268208886
GMDS,99,darkgrey,darkgrey,1,-0.2781795952885274,0.461246179613464,0.4420571733452466,0.15772333178202366
PNISR,99,darkgrey,darkgrey,1,-0.5435393214977785,0.4610186903766518,0.501475204702918,0.11549528815444568
CLASP1,99,darkgrey,darkgrey,1,-0.4651244180235527,0.4603021701577448,0.4172372123310209,0.05846129581505459
SMC5,99,darkgrey,darkgrey,1,-0.12488112301934207,0.46030073724074144,0.24521756731118755,-0.01073788022389162
CERS2,71,darkgrey,darkgrey,1,-0.22613477931985598,0.45888051858483736,0.1513070586497269,0.08203627721812082
KCTD3,47,darkgrey,darkgrey,1,-0.009602957978217808,0.4582746035722478,-0.01566883941000461,0.07511126802031166
USP9X,99,darkgrey,darkgrey,1,-0.23606811731639063,0.45625022254271314,0.29793373465773226,0.25728118731228783
PTBP2,98,darkgrey,darkgrey,1,-0.2661276466862576,0.4557753809081281,0.2449061504592423,-0.039017960852020715
SF1,99,darkgrey,darkgrey,1,-0.4071657273301708,0.45482498463831933,0.4879525732239241,0.18731175521140483
BCLAF1,98,darkgrey,darkgrey,1,-0.2847286387327556,0.4546780938341181,0.17671831273662228,-0.09685093926283994
MGST1,84,darkgrey,darkgrey,1,0.15642145700050167,0.4545478205166686,-0.2901897713767215,-0.34685142656449247
TM9SF3,98,darkgrey,darkgrey,1,0.026471943919768995,0.4540090114106136,0.1155999424895036,0.13266436916498345
DICER1,98,darkgrey,darkgrey,1,-0.24473169614787596,0.45275827448635747,0.2685079855720743,0.1587968772730853
CYB5A,75,darkgrey,darkgrey,1,0.253085989218558,0.452171024455711,-0.33142902145606523,-0.2846301226993668
TRMT11,90,darkgrey,darkgrey,1,-0.16900822274844615,0.4487955470186279,0.16213099944475462,0.03069816024071172
NRDC,99,darkgrey,darkgrey,1,-0.275759692363252,0.44838199446911364,0.284971401217594,0.12367561503431489
ACBD6,98,darkgrey,darkgrey,1,-0.31564270867571054,0.44701052525814317,0.2898063182040854,0.18289555003527275
HNRNPA3,99,darkgrey,darkgrey,1,-0.1674684160379497,0.4469860376824155,0.1815852455770231,0.027508453534927403
ATP9B,98,darkgrey,darkgrey,1,-0.29962728392704857,0.4462673718581486,0.28390761939606607,0.15303854083834587
HIBCH,99,darkgrey,darkgrey,1,-0.22374165689225928,0.4461959569185448,0.0022905028973454096,-0.30735552676868877
CHD6,99,darkgrey,darkgrey,1,-0.3214678603032517,0.44537257040282763,0.4856132992794776,0.20507086011309242
PPP6R3,99,darkgrey,darkgrey,1,-0.5953137837424607,0.44472482864659835,0.6124661807949502,0.11870659523688538
LARP4B,99,darkgrey,darkgrey,1,-0.49942343910806697,0.44464999144572687,0.5162284989658912,0.25749698498281515
SRSF11,99,darkgrey,darkgrey,1,-0.45921940782064913,0.4443920631505111,0.40778301081869617,0.0356512763536042
ZNF148,99,darkgrey,darkgrey,1,-0.371890981907698,0.4437804425464467,0.4106209332269408,0.3104494783202771
IRS1,37,darkgrey,darkgrey,1,-0.16672952635178873,0.44362272168345385,0.06338937454028178,0.22150026146164678
HIPK3,99,darkgrey,darkgrey,1,-0.3440471246321854,0.4435993690728812,0.3775277310278008,0.25368640581008134
EDEM3,98,darkgrey,darkgrey,1,-0.18274937233542557,0.4430989919657428,0.2027830203548817,0.1662597188160065
HPR,38,darkgrey,darkgrey,1,0.1698101048567652,0.44266848278317683,-0.42902322127596626,-0.37914119476433694
MAP4K4,99,darkgrey,darkgrey,1,-0.36353048958345396,0.4426026111623368,0.4286265049280631,0.13016775388373109
PCMTD1,97,darkgrey,darkgrey,1,-0.05367907709865591,0.4413401872973633,0.1724352905465242,0.11257505736986813
AVL9,99,darkgrey,darkgrey,1,-0.3606477506482323,0.4407668915504842,0.3888635479635287,0.17778571776244922
SMAD2,98,darkgrey,darkgrey,1,0.12792203197085672,0.4405732491281889,0.06360721121149128,0.016471426421323807
PAN3,99,darkgrey,darkgrey,1,-0.3526936838229259,0.4372772107806671,0.43714098247672856,0.04403069890247318
ATR,99,darkgrey,darkgrey,1,-0.06667872317818904,0.4356647343000482,0.24741109215066026,0.10784393678859279
GRHPR,74,darkgrey,darkgrey,1,0.2443881883807134,0.433843663313033,-0.2890175615070274,-0.26369135164899854
SLC39A14,77,darkgrey,darkgrey,1,0.07118131585064422,0.43323817711752227,-0.04187835897390557,-0.03312880694016379
ARHGAP26,99,darkgrey,darkgrey,1,-0.2854069858195779,0.4331254390218356,0.47973288799695635,0.08132326116613338
ERRFI1,90,darkgrey,darkgrey,1,-0.07634602269538271,0.43185056151513224,-0.05839278394360423,-0.09821343199469203
CBLB,99,darkgrey,darkgrey,1,-0.5412899640151276,0.4306468248008463,0.5955602347029785,0.10534691427311722
SLC25A13,89,darkgrey,darkgrey,1,-0.12460563799312246,0.43047809420146355,0.0872287380290994,-0.04934354701455173
LINC01473,95,darkgrey,darkgrey,1,0.10679037076354192,0.42936485041725175,0.07898948670239887,0.08931928030721675
AC118549-1,98,darkgrey,darkgrey,1,0.00025202262815592774,0.4291417063658475,0.21476351913161573,0.1851763104771944
NAP1L4,99,darkgrey,darkgrey,1,-0.16551785708535668,0.42878735997232764,0.2110437592752144,-0.04852403565790872
DNAJC1,99,darkgrey,darkgrey,1,-0.32286489184567657,0.42874816256889997,0.32964234711795765,-0.15720667903793425
HUWE1,99,darkgrey,darkgrey,1,-0.4030158644621733,0.42851496737009787,0.45368584630849657,0.40594655122111195
CPQ,98,darkgrey,darkgrey,1,-0.27709247517822977,0.42712736932112483,0.2584489409931971,0.1756798731238527
OTULIN,96,darkgrey,darkgrey,1,0.01445425882439841,0.42698354691348667,0.05433122723219378,-0.10982565714392596
SLC30A10,36,darkgrey,darkgrey,1,-0.04851959996350987,0.4262371129898055,0.020424352076593974,0.2657942981019196
SCARB2,76,darkgrey,darkgrey,1,-0.2588506113206968,0.4254891423595387,0.23054769618034066,0.23351816413144535
CAB39,99,darkgrey,darkgrey,1,-0.43958140093202197,0.4254289944056171,0.40398259852746926,0.14318280126265856
AUH,98,darkgrey,darkgrey,1,0.06220068044717242,0.42533603845996215,0.024948202778988925,0.03983885579545528
ANKRD12,99,darkgrey,darkgrey,1,-0.5838926095002279,0.42522537500169066,0.48669976965749184,-0.08415942875211861
FAM49B,99,darkgrey,darkgrey,1,-0.37866536747434604,0.42494977692633323,0.4119962246261119,0.08689618661570937
PTMS,84,darkgrey,darkgrey,1,0.13949224452152642,0.42491724713400936,-0.10577215894084739,-0.08372591083217765
TAX1BP1,99,darkgrey,darkgrey,1,-0.22496403214446598,0.4248747591245689,0.14456116632275143,-0.13197052806814288
SEC24B,99,darkgrey,darkgrey,1,-0.4067933351076306,0.42478773992971186,0.44858785386430083,0.1302166565238624
PPARGC1A,38,darkgrey,darkgrey,1,-0.1805700148103461,0.42314174013495864,0.2978198335817472,0.48383553940163193
CNOT1,99,darkgrey,darkgrey,1,-0.4568676501340757,0.4231398395331363,0.43498544388257704,0.19562102890455446
IL6ST,99,darkgrey,darkgrey,1,-0.16846598700868845,0.42294811730513887,0.1568110610712016,0.29195173738840074
ASPH,88,darkgrey,darkgrey,1,0.03717236319386622,0.42277534008609086,-0.02351789844503977,-0.010672165779034773
PDE3B,99,darkgrey,darkgrey,1,-0.7501934038658856,0.422388524832185,0.5576976043620925,0.10138049597209661
JPX,97,darkgrey,darkgrey,1,-0.2743533861784561,0.42204322986605247,0.2658158566883416,0.22596989148856744
ADAR,99,darkgrey,darkgrey,1,-0.30449595061253076,0.42165737997259295,0.25176109346034387,0.08047652532623223
MT1X,82,darkgrey,darkgrey,1,0.1792003061496126,0.420916219609055,-0.2237326492163674,-0.29144951920450646
SEPTIN2,99,darkgrey,darkgrey,1,-0.36807081045312107,0.4202322401409961,0.3177142469140071,0.22513950436057378
CLASP2,99,darkgrey,darkgrey,1,-0.2803703550361152,0.41986320313581577,0.40986988720186024,0.21251678357263307
BRAF,99,darkgrey,darkgrey,1,-0.12563192213296326,0.419574330424357,0.1951904321306753,0.016105017982665965
HSD17B4,89,darkgrey,darkgrey,1,-0.07619060077504934,0.4190677930819938,0.024062006524899177,-0.006044999218613872
KTN1,99,darkgrey,darkgrey,1,-0.475768541960174,0.4180092212167882,0.4117365770181198,0.17343288674068305
GMDS-DT,98,darkgrey,darkgrey,1,-0.25833081252446616,0.416215160172814,0.2755620071967092,-0.03040761815442218
CDC73,98,darkgrey,darkgrey,1,-0.2339606907858964,0.41442324641475287,0.2286875950265694,0.037152882166134694
HLF,46,darkgrey,darkgrey,1,-0.08476582685197456,0.41400122523923677,-0.022128915255061513,-0.06293244585743742
KANSL1,99,darkgrey,darkgrey,1,-0.6056891949453065,0.4108611215907815,0.6622310784964578,0.2692243334065021
SCP2,97,darkgrey,darkgrey,1,-0.08412293374469025,0.41081791632873416,-0.07031266709147818,-0.21647275257354787
VAPA,96,darkgrey,darkgrey,1,-0.1911515655415752,0.41036874188413025,0.14913275656381955,-0.032120094773198854
UGT2B4,68,darkgrey,darkgrey,1,0.2683203656318291,0.40843556734746256,-0.3980178294511484,-0.44451373290199486
TSC22D1,98,darkgrey,darkgrey,1,-0.19253562659914644,0.4074793720781347,0.19254765343823071,0.09807206793718985
WDPCP,99,darkgrey,darkgrey,1,-0.3708691616432998,0.4069753998543766,0.516052352551556,0.3370262210982298
MLXIPL,46,darkgrey,darkgrey,1,-0.0872552267507706,0.4054588531578782,-0.04596640591110823,-0.015954545804238135
LRP6,40,darkgrey,darkgrey,1,-0.14447145138522624,0.40383906527488944,0.29753338603989954,0.3435375869241951
PPP1R12B,97,darkgrey,darkgrey,1,-0.2662079769889621,0.40373587630472363,0.24359578066938367,0.016357039610912602
ATRN,98,darkgrey,darkgrey,1,-0.29847558133003643,0.4037008123119872,0.2934267994057043,-0.017080086643679736
TMEM123,94,darkgrey,darkgrey,1,-0.005670420171851465,0.4035427588371254,0.04366979099023264,0.07568067302565858
EGLN1,93,darkgrey,darkgrey,1,-0.28275703217105613,0.4033010276579359,0.11759545502988956,-0.10026301471457805
RALGAPA2,98,darkgrey,darkgrey,1,-0.35398292368131445,0.4027064711039125,0.46533728591068346,0.18639605251703623
GPT2,49,darkgrey,darkgrey,1,0.05510925331265081,0.4025426159186306,-0.09297117780739304,-0.001708905857724968
CUL1,97,darkgrey,darkgrey,1,-0.2064725840364475,0.40239551171734783,0.17484444455357057,0.034646427073194624
CDK13,99,darkgrey,darkgrey,1,-0.5789876332068882,0.4016196154691011,0.6428627466919422,0.31214349551241355
EPC1,99,darkgrey,darkgrey,1,-0.3754543491038425,0.401426651736591,0.31156340949871647,-0.0995036381274108
SLC66A2,80,darkgrey,darkgrey,1,-0.05227591796652038,0.401148569664251,0.010402849204773678,0.010741278276057177
TBL1XR1,99,darkgrey,darkgrey,1,-0.36433889725817786,0.40080043074446314,0.5185354802221714,0.3834283638683207
CHD9,99,darkgrey,darkgrey,1,-0.3556290957538847,0.3992372383419584,0.3621533299704432,0.19427048733400779
CTNNB1,98,darkgrey,darkgrey,1,-0.11969357071517456,0.3986775853918113,0.045819661064311255,-0.18999604181392463
CRADD,99,darkgrey,darkgrey,1,-0.3073283701479217,0.3981287173118141,0.23875591779102728,-0.22610175939959412
EIF3H,96,darkgrey,darkgrey,1,0.1078881961349872,0.39801765430664415,-0.04454363228478262,-0.1032691330443759
FP236383-3,85,darkgrey,darkgrey,1,-0.4857912848000566,0.39795486469809055,0.6366681487008299,0.6600793636365014
TOR1AIP2,91,darkgrey,darkgrey,1,-0.14772523931741635,0.3977255102919104,0.004675067859445377,-0.14626974234963278
RSF1,99,darkgrey,darkgrey,1,-0.3319760684134147,0.39685545918858867,0.499943454189756,0.12601690300211305
ABCD3,87,darkgrey,darkgrey,1,0.11575751920554529,0.39679027365432185,0.02270188391612011,0.11640247849790568
MIA2,99,darkgrey,darkgrey,1,-0.23498472521718664,0.3959211637072495,0.2528225462369898,0.20126177234010967
KPNA1,98,darkgrey,darkgrey,1,-0.3217694510243697,0.39482041722278755,0.26850179516685424,0.08323071793268123
PEBP1,90,darkgrey,darkgrey,1,0.32195513244110824,0.39280184414481234,-0.3526053987600805,-0.20373165602437832
PPP3R1,99,darkgrey,darkgrey,1,-0.15506450793199958,0.39129936445442787,0.18602537469184985,0.003486880622223147
FGGY,90,darkgrey,darkgrey,1,-0.32757776614099615,0.39117093310212075,0.3318394427466138,0.0929068351294482
TRPM7,99,darkgrey,darkgrey,1,-0.39256403291067543,0.39065193913147395,0.35487248347731226,0.009192894827462012
LPGAT1,99,darkgrey,darkgrey,1,-0.19564718186385116,0.39051095471856884,0.21155054466410647,0.22081762370499206
ETV6,99,darkgrey,darkgrey,1,-0.3603458705308146,0.38995935420080774,0.3456894938758941,0.1806294415137423
CAMKMT,99,darkgrey,darkgrey,1,-0.20531522369980565,0.3887855680382912,0.28118672010019075,-0.030578318861229435
LRCH1,98,darkgrey,darkgrey,1,-0.2496907616713119,0.38819076586805745,0.3008940641464673,0.03578867996866893
ATP11B,99,darkgrey,darkgrey,1,-0.1375102720058184,0.3857111350160142,0.17616792325168676,-0.15120732609724838
SRSF5,99,darkgrey,darkgrey,1,-0.3273495200476146,0.3854273203510845,0.29496273703089065,0.007072589736311316
RSRP1,99,darkgrey,darkgrey,1,-0.4032369058056524,0.38400418903036687,0.40936948821194347,0.11528195577532369
ATF7IP,99,darkgrey,darkgrey,1,-0.6108051411636314,0.3828735312932449,0.48434171212209726,-0.1731911348927067
HPD,68,darkgrey,darkgrey,1,0.05915052517972969,0.38228402141955237,-0.24809557269360083,-0.45120809598217304
TMEM131L,99,darkgrey,darkgrey,1,-0.38492694747634115,0.382277869209495,0.4954638718451285,0.17919935277708973
IL1R1,39,darkgrey,darkgrey,1,-0.28422784061050593,0.3818648653152629,0.2665046568239685,0.19184816810517574
GIGYF2,99,darkgrey,darkgrey,1,-0.4002386383081298,0.3818610261756117,0.3692250590636118,0.1446947589815132
ASXL2,99,darkgrey,darkgrey,1,-0.3858236388212399,0.38149384260359076,0.48006544156076464,0.27712186968179864
APP,72,darkgrey,darkgrey,1,-0.1379788259060296,0.3814276403374368,0.19918622186028817,0.19486247933111597
MAN1A1,99,darkgrey,darkgrey,1,0.026986971346027865,0.38133389576406546,0.06742641479495161,-0.015855230790035545
UBQLN1,95,darkgrey,darkgrey,1,-0.009147823407153968,0.3811468597993779,-0.007587080533891695,-0.04868951475806354
SMAD4,97,darkgrey,darkgrey,1,-0.25294474266675215,0.37917248134753206,0.28087065162946984,0.22680722429822361
ANO6,96,darkgrey,darkgrey,1,0.015042626797975321,0.37887007783761223,0.09899323746271448,0.11823736422749975
PIKFYVE,97,darkgrey,darkgrey,1,-0.2316337850661336,0.37628552624115297,0.20652309026059337,0.13525108782880318
ATP13A3,96,darkgrey,darkgrey,1,0.014108766593800318,0.37493787278944557,-0.016226822292072424,-0.09709650997942375
TNRC6A,99,darkgrey,darkgrey,1,-0.42473936416435715,0.3744382911141558,0.48201000183651005,0.301861228108095
BTAF1,99,darkgrey,darkgrey,1,-0.27318654519333546,0.3740136983604887,0.22522749862312066,-0.048260542304361644
CCNL1,98,darkgrey,darkgrey,1,0.10892815976788933,0.37371080936935824,0.035266296869866876,-0.01414922447613864
NRIP1,85,darkgrey,darkgrey,1,-0.3182659382263807,0.3733330169542196,0.26163625009020175,0.2031687394262109
ARID2,99,darkgrey,darkgrey,1,-0.4539693578290501,0.37293416495994186,0.33050696644213867,-0.059427214433986686
IQGAP2,99,darkgrey,darkgrey,1,-0.6256642454860392,0.37232941466687614,0.5583184031414762,0.12149336377064955
HDAC8,97,darkgrey,darkgrey,1,0.051263131636153994,0.371492384613299,0.06724538892661357,0.10307206194894859
ARHGEF12,97,darkgrey,darkgrey,1,0.027520426794953305,0.37147840629592516,0.03638666080510348,0.04186232602213916
RBFOX2,60,darkgrey,darkgrey,1,-0.07645895148883589,0.37133577725500033,0.11511751607183886,-0.0027406634767529474
ALDH2,78,darkgrey,darkgrey,1,-0.07947751334428502,0.3702354180787807,0.0908766795555867,0.17681668512298343
TUT7,99,darkgrey,darkgrey,1,-0.21090546087633646,0.37011242722160614,0.06705013390612477,-0.03416328241197641
AIG1,79,darkgrey,darkgrey,1,-0.06378096974469145,0.369316795417552,0.11527394683671964,0.17809394261807165
PRKDC,99,darkgrey,darkgrey,1,-0.43973654541394713,0.3684612333684262,0.49880012095903653,0.430244326261485
DNAJC3,98,darkgrey,darkgrey,1,0.03616841609563044,0.36838913167540344,0.006669504567522867,0.03557260678883693
SEM1,91,darkgrey,darkgrey,1,-0.10065687505597036,0.36833329289700634,-0.01784553721869644,-0.12045439446650719
SF3B1,99,darkgrey,darkgrey,1,-0.20744610938033925,0.36784926602443063,0.31550874640621546,0.037570858150148496
HERC1,99,darkgrey,darkgrey,1,-0.5538080318043004,0.36762836520488884,0.554901926188786,0.18082249809776352
MGMT,98,darkgrey,darkgrey,1,-0.1836841871255467,0.36707380103804604,0.15577958059359365,0.07860295683169939
ARHGAP5,89,darkgrey,darkgrey,1,0.055911912927198416,0.36651092686046743,0.046265209678153126,0.03123016079012093
NCOA1,99,darkgrey,darkgrey,1,-0.14085534939306918,0.36637879128778555,0.13781008171663695,-0.3169396109593011
EML4,99,darkgrey,darkgrey,1,-0.5884040676041989,0.36589304216147617,0.6924825646905748,0.23349291962604685
NFIB,59,darkgrey,darkgrey,1,-0.08134495864796565,0.36455377162249236,0.17574736872669341,0.1807999710238404
SCAF11,99,darkgrey,darkgrey,1,-0.3105000981789031,0.36413565463488745,0.2410320447819679,0.06344495108226017
RPS6KA3,99,darkgrey,darkgrey,1,-0.39204629944920455,0.3635406884815688,0.3728646639298493,0.0996493777620224
EXOC6B,99,darkgrey,darkgrey,1,-0.34381344068524095,0.3633465324650989,0.4184588294527725,0.10779016572603489
PRAP1,65,darkgrey,darkgrey,1,0.2869354273490339,0.36283844976291046,-0.46333207973586443,-0.4967116947063769
RAD50,95,darkgrey,darkgrey,1,-0.04292162135798393,0.3623530962410945,0.1888604876079409,0.21989815009010877
LRPPRC,94,darkgrey,darkgrey,1,-0.25223274043615196,0.36111457268702396,0.2333932882737785,0.05836284417933716
CAST,99,darkgrey,darkgrey,1,-0.34382689069251726,0.3609043291319987,0.2565690932430711,-0.07219874516659736
LYST,99,darkgrey,darkgrey,1,0.04286726783295603,0.3607067857809472,-0.13553771279736934,-0.4474053648883972
PTBP3,99,darkgrey,darkgrey,1,0.12271431355317615,0.3602542788546323,0.14972173472425257,0.18935395397654356
CHPT1,81,darkgrey,darkgrey,1,0.12021070685089752,0.3602463935274842,-0.050615306007108646,-0.0922156933917217
ABLIM3,38,darkgrey,darkgrey,1,-0.10201163460986411,0.35951813266662136,0.23514673362915123,0.4126111890575695
FTX,99,darkgrey,darkgrey,1,-0.37442898292078985,0.3593654229805666,0.5358857362612979,0.4952924627813695
ATE1,99,darkgrey,darkgrey,1,-0.14934380156872443,0.35826045288906955,0.25603741466120894,0.17262874845814657
STAU2,99,darkgrey,darkgrey,1,-0.420113894205578,0.3556419562139538,0.5031397808076843,0.33103428273434926
REV3L,99,darkgrey,darkgrey,1,-0.43647340315955985,0.3542894052992376,0.3909207808440706,0.09604247651233468
MSI2,99,darkgrey,darkgrey,1,-0.3918831820323027,0.35406105357842615,0.4184626768689455,0.029327215728846893
GLUD1,96,darkgrey,darkgrey,1,-0.10564351974154523,0.35366183804266005,-0.04454426234961979,-0.027102127375238354
SBF2,99,darkgrey,darkgrey,1,-0.18406497907817465,0.3534772302312567,0.360209494873448,0.25581954997795187
HECTD1,99,darkgrey,darkgrey,1,-0.3668432405394545,0.3534520407834302,0.38562763775059267,0.4265039956614394
SAR1B,88,darkgrey,darkgrey,1,-0.07238107040984593,0.3532685160854997,-0.041511447614335076,-0.028598915258084525
MBNL2,99,darkgrey,darkgrey,1,0.17756333451147216,0.353062373854094,-0.19470318405527717,-0.38840039406702387
ABCA1,63,darkgrey,darkgrey,1,-0.09876514962893161,0.35210447119426036,0.1975013249899196,0.35049538838110056
ZFR,99,darkgrey,darkgrey,1,-0.4182401495273101,0.3503750542159643,0.4150056480927592,0.21827376423441935
JAZF1,99,darkgrey,darkgrey,1,0.14139405177057374,0.3503141958775904,-0.21164644165957092,-0.4187997890670891
KDM5A,99,darkgrey,darkgrey,1,-0.2564043149402215,0.3499828459789664,0.33328201782289196,0.1090383590121827
PPP4R2,97,darkgrey,darkgrey,1,-0.37482783452710766,0.3497645181404772,0.3075310703017338,0.14650970723481624
ATAD2B,99,darkgrey,darkgrey,1,-0.4456651336138784,0.3496848208870552,0.40734406401726214,0.06513194312823986
TBCA,98,darkgrey,darkgrey,1,0.2196997073785782,0.3492124291562316,-0.14797726048684082,-0.04866932079612642
CANX,99,darkgrey,darkgrey,1,-0.18996312363957157,0.3483953520717914,0.2045582144016769,0.49304079873743684
MIA3,94,darkgrey,darkgrey,1,-0.22478428294911174,0.3465958415541614,0.20652818652267646,0.10779431068934155
SIK2,99,darkgrey,darkgrey,1,-0.2933315207571679,0.34602987564540144,0.3041780643208868,0.19418393992071767
