,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEdimgrey,kMEgainsboro
SPATA13,91,black,black,0,0.10685382142865046,0.20611429434159348,-0.24842276405639838,-0.33105324691172744
ARIH1,93,black,black,0,0.0899935900172086,0.3094831753119675,-0.3843567615958516,-0.5250955726372355
NUFIP2,93,black,black,0,0.08949843867097688,0.3833458827483984,-0.4733200685458935,-0.6301277613045981
DNAJB6,93,black,black,0,0.08439883792952133,0.4397046757353915,-0.3827822195485582,-0.48894440885931484
ERN1,93,black,black,0,0.058642395888656274,0.31070066269584523,-0.3080750623805748,-0.4449045736143658
LINC01578,93,black,black,0,0.052858805683520756,0.215777209141193,-0.02983656371964391,-0.03817192636391614
ACTR2,93,black,black,0,0.03219478905861679,0.2096278814936863,-0.21691236948630457,-0.3955700117154178
PITPNC1,93,black,black,0,0.031224269686822747,0.4342014618467202,-0.5206751488807536,-0.8485044556839404
RHOA,93,black,black,0,0.030924487566209267,-0.02646729981875674,-0.25447530692207215,-0.10503069587780714
EIF3A,93,black,black,0,0.019995643965573344,0.3005767992607799,-0.35778219228083963,-0.4759625594561475
PLCG2,93,black,black,0,0.011422888111058533,0.5636301832937791,-0.5513611432457758,-0.8251210126319091
EPB41,93,black,black,0,0.008955978297489134,0.3406891708962112,-0.3552815486859616,-0.6746107995773077
SEPTIN9,93,black,black,0,-0.023539718549841365,0.30271710035491317,-0.3229900364079046,-0.5923159444173923
AHNAK,93,black,black,0,-0.09758042736564722,0.32548963176002954,-0.3058577092953354,-0.6410468271522878
SIK3,93,black,black,0,-0.11950009733175548,0.6126424272636583,-0.37737745486264723,-0.8203327836793954
RAB7A,93,black,black,0,-0.1300085154979084,0.5236259517131009,-0.19870321982154862,-0.4091426254898778
DIAPH1,93,black,black,0,-0.1439518660681253,0.27811913108850095,-0.19123916427919843,-0.5023543209245173
NFATC3,93,black,black,0,-0.15720689177362596,0.5288966583148957,-0.3060099308234096,-0.7369870245587431
AFF4,93,black,black,0,-0.17308009233951602,0.49621191574394374,-0.1424026508981485,-0.39208048897184894
MALAT1,93,black,black,0,-0.21910100219229856,0.7168486023496345,-0.4181457061352536,-0.9546589255228393
DYNC1H1,93,black,black,0,-0.27329718519527807,0.5425045728614161,-0.16588826768736478,-0.5438559998539634
UBE2D2,93,black,black,0,-0.27794970134205077,0.45934010651388807,-0.18989177781400474,-0.6032205159842081
TACC1,93,black,black,0,-0.3873476291229113,0.44650504134282853,0.2258256433611037,-0.06462377623175627
