"tf_name","motif_id","gene","grn_weight"
"EWSR1-FLI1","MA0149.1","LEPR",0.00848396578517666
"RBPJ","MA1116.1","LEPR",0.00804320510207509
"FOXO6","MA0849.1","ZNF407",0.00792011630566917
"SP8","MA0747.1","THRA",0.00780717995643703
"BACH2","MA1470.1","MOK",0.00779859561461439
"SP3","MA0746.2","THRA",0.00777475528891665
"REST","MA0138.2","WNK2",0.00774214225320561
"ZNF610","MA1713.1","WNK2",0.00755844430676364
"KLF15","MA1513.1","LEPR",0.00755557328697113
"RUNX2","MA0511.2","MOK",0.0075466845314748
"ETV5::FOXI1","MA1946.1","MOK",0.00751872977883668
"FOXD1","MA0031.1","MOK",0.00748761760234686
"ZIC4","MA0751.1","LEPR",0.00743483617648281
"ZNF16","MA1654.1","TCF25",0.00720121976047185
"SNAI2","MA0745.2","HSP90AA1",0.00711609791264976
"HNF4A","MA0114.4","LEPR",0.00709634507034544
"KLF16","MA0741.1","THRA",0.00706393401498191
"TFAP2B","MA0812.1","MOK",0.00698214741483777
"KLF6","MA1517.1","THRA",0.00697310615497847
"ZBTB6","MA1581.1","THRA",0.00695105236105978
"IRF9","MA0653.1","WNK2",0.00692050438531142
"KLF10","MA1511.2","THRA",0.00674730291527766
"KLF5","MA0599.1","TCF25",0.00674191374011282
"GABPA","MA0062.3","WNK2",0.00672392556305224
"SNAI1","MA1558.1","HSP90AA1",0.00652582061894161
"ZNF669","MA1985.1","LEPR",0.00637794388718072
"FOSB::JUNB","MA1136.1","RPL13",0.00630742801102015
"HES1","MA1099.2","PLCG2",0.0062633255643893
"HES1","MA1099.2","TCF25",0.00622301456816123
"EGR1","MA0162.4","MOK",0.0061176447642452
"MEIS3","MA0775.1","THRA",0.0060743199277016
"SNAI1","MA1558.1","MOK",0.00599885888512887
"ZNF281","MA1630.2","HSP90AA1",0.00579966602173422
"ZIC1","MA0696.1","LEPR",0.00577517672468261
"TEAD3","MA0808.1","ZNF407",0.00574212284832865
"SRF","MA0083.3","HSP90AA1",0.00574067286879377
"ETV2::FOXI1","MA1942.1","ZNF407",0.00568514157986208
"POU3F2","MA0787.1","ZNF407",0.00559793723387294
"FOXA3","MA1683.1","ZNF407",0.00555973685934379
"TBX21","MA0690.2","ZNF407",0.00545480317220446
"ZNF320","MA1976.1","WNK2",0.00543793725604323
"TFAP2B","MA0811.1","THRA",0.00538796547273149
"SP5","MA1965.1","MOK",0.00537119382754815
"ZNF324","MA1977.1","THRA",0.00535381232627749
"FOSL1::JUN","MA1129.1","TCF25",0.00532429560048105
"NR1H2::RXRA","MA0115.1","THRA",0.00532395470667832
"ZNF281","MA1630.2","WNK2",0.00532263687428169
