"gene","log2FC","pvalue","padj"
"USP15",1.11894711450542,3.0347928003056e-23,4.06965714520981e-20
"SBF2",1.12785542098811,3.17518518520202e-23,4.25792333335591e-20
"ELL2",1.26942776555707,3.54339835835447e-23,4.75169719855335e-20
"PARD3",2.39188219524723,4.25821206216513e-23,5.71026237536344e-20
"MAML2",0.890550825841033,4.92037343091383e-23,6.59822077085544e-20
"ZFP36L2",-0.502923767181883,5.74258952515296e-23,7.70081255323013e-20
"STK3",2.73444415331357,1.00391630396827e-22,1.34625176362146e-19
"MAML3",1.29946482841377,1.45815947709635e-22,1.9553918587862e-19
"LRBA",0.728315623522333,1.75387341610256e-22,2.35194425099354e-19
"ZSWIM6",0.722713891529961,1.98940177892707e-22,2.6677877855412e-19
"RACK1",-2.03681884079443,2.26718835576462e-22,3.04029958508035e-19
"GPHN",1.36202298537806,3.65638725143952e-22,4.9032153041804e-19
"MAP3K2",1.28363487096241,4.14920907922973e-22,5.56408937524707e-19
"FNDC3B",0.982555113711025,4.23516583239521e-22,5.67935738124198e-19
"RPS7",-1.9412159017359,4.74721695156703e-22,6.36601793205139e-19
"ETV6",1.43741358361779,5.64384672684473e-22,7.56839846069878e-19
"SIK3",0.455184065578838,6.45734446908236e-22,8.65929893303944e-19
"PPP1CB",1.49426412634657,7.21285944240782e-22,9.67244451226888e-19
"FOXP1",0.341838989540546,8.29820388041966e-22,1.11278914036428e-18
"TBL1XR1",0.893110630551979,9.13708178522273e-22,1.22528266739837e-18
"MEF2A",1.65827918880076,1.1030093261196e-21,1.47913550632638e-18
"NFIB",3.70404155820196,1.75967831889531e-21,2.35972862563861e-18
"HULC",1.72011738603015,2.54266766909377e-21,3.40971734425474e-18
"RPSA",-1.45397259434086,4.19904911770969e-21,5.6309248668487e-18
"TCF12",0.987868274665603,6.07450074441766e-21,8.14590549826408e-18
"UBC",-1.28573535737191,6.30101892984414e-21,8.449666384921e-18
"PLCG2",-0.464857150428629,9.03876777075926e-21,1.21209875805882e-17
"ZEB1",1.36125170742178,1.21278509488508e-20,1.62634481224089e-17
"SGMS1",1.45480011152525,1.53161595586433e-20,2.05389699681407e-17
"FOXO1",0.997948887402587,1.56445769439886e-20,2.09793776818887e-17
"PICALM",0.497048224273683,1.58339884854495e-20,2.12333785589878e-17
"MYCBP2",0.893632542455738,1.76184508297204e-20,2.36263425626551e-17
"ADK",0.932034485635836,2.4153990019044e-20,3.23905006155381e-17
"FTL",-1.30584444631323,2.56656721666561e-20,3.44176663754858e-17
"UBE2E2",2.36291462852441,2.96224955001243e-20,3.97237664656667e-17
"WDPCP",1.7455199459851,3.35166698051965e-20,4.49458542087685e-17
"PLCB1",0.695613178156332,5.99029100629005e-20,8.03298023943496e-17
"FAM172A",1.05358409952787,9.80614516773995e-20,1.31500406699393e-16
"HSPA8",-1.74649094899796,1.3111011577032e-19,1.75818665247999e-16
"ACTG1",-1.11351571659722,1.33226948986059e-19,1.78657338590305e-16
"RPL12",-1.27111788205326,1.44928370610179e-19,1.9434894498825e-16
"DIAPH2",0.883656395263813,4.16713871892771e-19,5.58813302208206e-16
"DLEU2",0.869472455242792,4.4225143063776e-19,5.93059168485236e-16
"CEMIP2",-0.327765097337143,6.21533348829805e-19,8.33476220780768e-16
"NCOA2",0.636867711060704,6.26600897319089e-19,8.40271803304898e-16
"UTRN",0.332932146307593,1.75307069800399e-18,2.35086780602335e-15
"PPP3CA",0.83581430609592,1.87557168290648e-18,2.51514162677758e-15
"RPL5",-1.87888756933064,1.98886255133114e-18,2.66706468133506e-15
"AHR",1.50331043036049,2.09966874054678e-18,2.81565578107323e-15
"AGMO",2.7556935717646,2.45842180788262e-18,3.29674364437059e-15
"BRAF",1.26228944022984,2.46047964757395e-18,3.29950320739666e-15
"FBXL17",0.743175842486758,2.68606201143831e-18,3.60200915733877e-15
"CALD1",2.55075444515976,2.82150076682025e-18,3.78363252830596e-15
"EIF1",-1.72572626951434,3.22836876885593e-18,4.3292425190358e-15
"KMT2C",0.604707779275476,3.45764414049926e-18,4.63670079240951e-15
"ELOVL5",-0.99784951250644,3.65882342082295e-18,4.90648220732358e-15
"CAMK1D",0.76158738077842,4.42318501447329e-18,5.93149110440868e-15
"CUL3",1.33905019892059,4.63645108185779e-18,6.21748090077129e-15
"RALGAPA1",0.98155904922391,5.24691200257746e-18,7.03610899545638e-15
"SORBS2",2.26012465242635,5.91365215309782e-18,7.93020753730418e-15
"ANKRD28",1.71947026513622,6.53510867747141e-18,8.76358073648916e-15
"MED13L",0.885259350303479,6.90153812125336e-18,9.25496262060076e-15
"SH3D19",2.66657231921719,9.84231144392312e-18,1.31985396463009e-14
"CNOT6L",0.36321640847703,1.07285600528155e-17,1.43869990308255e-14
"LIMS1",1.16321863948672,1.35955492711439e-17,1.8231631572604e-14
