,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEindianred,kMElightcoral,kMElightgrey,kMErosybrown,kMEwhite,kMEwhitesmoke
IFITM2,17,black,black,0,0.9521667155843409,-0.05250198129668836,-0.38715667468834536,-0.5204696691355792,0.5886052920111696,-0.436447591183349,-0.5760815605375839,-0.42823361680298333
RPL35,17,black,black,0,0.9515380450506671,-0.0960715772089804,-0.5704104977757709,-0.622418832039517,0.727401612394461,-0.4954705171411125,-0.757013934044353,-0.4299060051922047
RPS28,17,black,black,0,0.9512025062133433,-0.12218401395388695,-0.5173069345465283,-0.6292742089092218,0.7208318227900176,-0.5239572270185658,-0.7291671716808223,-0.4294539860287038
COX6A1,17,black,black,0,0.9511415662729851,0.026808668023771038,-0.6587917237354938,-0.5178972854338464,0.6727272754932005,-0.3322147468878465,-0.7708893096473834,-0.3754161454581413
ATP5F1B,17,black,black,0,0.950793939652505,0.26851167306709817,-0.3952415450173179,-0.23435058410571416,0.3423661818726833,-0.26190382469798607,-0.40912162239829786,-0.162606395468232
RPS21,17,black,black,0,0.9471642451153389,-0.10198258863483975,-0.5374860727091061,-0.6117313921538311,0.7145568928930458,-0.5045491508719478,-0.7420020368995522,-0.4352354611705864
COX8A,17,black,black,0,0.9449748277245613,0.2411270868428233,-0.5763572861484738,-0.330899798687049,0.44927809287418297,-0.31387420511175973,-0.549031433536372,-0.09753694945496809
CTSD,17,black,black,0,0.9405701947570528,0.23301406804666322,-0.4030571993551462,-0.2602284353095676,0.3602265210507917,-0.2499271553811894,-0.4213267771552283,-0.13650587033869943
RPS20,17,black,black,0,0.9391372451803283,-0.11931236777639684,-0.5856520878866381,-0.6527566581395121,0.7486810028492781,-0.5101494637878692,-0.7767390960971591,-0.4482459667328757
RPS26,17,black,black,0,0.9301898104836438,-0.02621200114597146,-0.6501505205293463,-0.5695639460668984,0.7013849386291718,-0.3274517713359483,-0.7892837384964232,-0.3920091149428295
RPL35A,17,black,black,0,0.92973559714984,-0.15562450408366155,-0.5639634811467615,-0.6619194124375066,0.769512974560945,-0.5373636287631552,-0.7876859001957108,-0.442966581125158
RPL23,17,black,black,0,0.9296487197954292,-0.14682486408294773,-0.5821374284221138,-0.6574144598454263,0.7722884063938614,-0.5262156003816097,-0.7993074740143282,-0.4498567370250247
CHCHD2,17,black,black,0,0.9295395587168126,-0.03147863185101203,-0.5992333721597539,-0.5829116465283496,0.6737489188637952,-0.4643406851141057,-0.7289492207518702,-0.3507560613447638
INSIG1,17,black,black,0,0.928917272046093,0.3997061228396611,-0.58647485016615,-0.18366922602449298,0.3249717935014661,-0.11803317922697813,-0.49088021437933066,-0.15058719470798038
PRDX6,17,black,black,0,0.926765017593623,0.3766886442759563,-0.5489331662328114,-0.17526936501641002,0.30704383596349644,0.010483783548911175,-0.45848224172783225,-0.22681516664733578
PTGR1,17,black,black,0,0.9221565710189875,0.23107163839100986,-0.7425409079848584,-0.3442161697212644,0.5433953089540999,-0.22912081280607685,-0.7300368061977661,-0.12346459181782479
PEBP1,17,black,black,0,0.9123787348432414,0.46974817467096713,-0.5807176899134355,-0.06493163556528737,0.2550918734660196,0.010707611951828998,-0.4671297046100346,-0.07762852559906984
P4HB,17,black,black,0,0.9019838408994615,0.3951175444720969,-0.3349862716881885,-0.056241100121900145,0.16902436056518697,-0.06582875667422874,-0.25674102435127877,-0.07308353215546605
COX4I1,17,black,black,0,0.9006525894123475,-0.06885526206577429,-0.6100096800493725,-0.5900738813053068,0.68875886957265,-0.3115944910148763,-0.7286413962178502,-0.4423955097777739
UQCRQ,17,black,black,0,0.8961985039657123,0.38720578625407726,-0.7779094943468972,-0.25166073831691155,0.4140460681970586,-0.17051481373397864,-0.614816923354705,-0.044098160679427525
TMEM123,17,black,black,0,0.8939518188201722,0.28072453836171124,-0.2208789887176355,-0.12905913529603816,0.2268796106091218,-0.1578791725797399,-0.2776279172009311,-0.19869997858629582
CD74,18,black,black,0,0.893309707949836,-0.20805742856308393,-0.32661620218064463,-0.6270030210392453,0.6501076705749291,-0.5051720800758763,-0.574891607296712,-0.41296927579205484
RPL41,17,black,black,0,0.8806360972310643,-0.2371002760279649,-0.5785236826170733,-0.7334596259919448,0.8287352638473358,-0.5793237587845587,-0.8249644777762531,-0.49374936702945055
FTL,18,black,black,0,0.8606664554365495,0.044251780093113244,-0.8456212768387703,-0.5555615665270236,0.7204962543855141,-0.39461855480824626,-0.8624259821678901,-0.2779791642629311
