,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEdarkgrey,kMEdimgrey,kMEgainsboro,kMElightgrey
NUMB,222,dimgrey,dimgrey,2,0.012652667034254455,0.27770963316342684,0.35764391450933436,-0.11597231781623911,-0.1852728791217923
PPM1B,223,dimgrey,dimgrey,2,0.06339142548359429,0.22645034627326072,0.3314577940315287,-0.1185107781415412,-0.30272873110962567
INTS6,223,dimgrey,dimgrey,2,0.3737560828459526,-0.04017049865639895,0.3220404882076608,-0.5149103917123184,-0.274025016227716
FAM107B,223,dimgrey,dimgrey,2,0.18507923992220263,0.05727798707578505,0.2515402979628427,-0.30024654186643,-0.2697589399142263
WDR26,223,dimgrey,dimgrey,2,0.1329315510799339,0.06388582885557977,0.23418636078402283,-0.21142727812973616,-0.30304746708732483
WSB1,222,dimgrey,dimgrey,2,0.19257929915653232,-0.052965944193354576,0.11230336711897553,-0.18176950593229252,-0.19124712394540805
AGAP1,215,dimgrey,dimgrey,2,-0.0519353247512938,-0.06489426023889966,-0.09037128317408812,0.05187803748725715,0.05812743204440629
HNRNPDL,218,dimgrey,dimgrey,2,-0.2638745187422528,-0.03574456044077268,-0.21562122581718396,0.2665116861457379,0.08337715572638366
ZFP36L2,223,dimgrey,dimgrey,2,0.3618696494867626,-0.5802425948296382,-0.3097999778492747,-0.34527837890904023,0.09827828809080552
RPL41,217,dimgrey,dimgrey,2,0.5891790270128402,-0.8061121658660727,-0.4650338329131518,-0.3428042064332687,-0.039360086126540385
HLA-E,223,dimgrey,dimgrey,2,0.3562103772375968,-0.6756542255668441,-0.4686637847712317,-0.24859204897198892,0.15550085517369486
HLA-B,223,dimgrey,dimgrey,2,0.4516274552072679,-0.7556553670510405,-0.4783346992619825,-0.3256148763447445,0.1760951421110137
RPL34,212,dimgrey,dimgrey,2,0.31261229967413534,-0.7094336249898238,-0.5537110557515282,-0.11562628137314769,0.06609870354243831
HLA-C,223,dimgrey,dimgrey,2,0.41251434181278246,-0.7892448780634135,-0.5600048410038987,-0.23837892538670596,0.18814721977686405
RPL13A,223,dimgrey,dimgrey,2,0.6404050079806883,-0.9157512921908152,-0.572128196296309,-0.3362659492716255,0.06436995782897874
RPS27,218,dimgrey,dimgrey,2,0.4112460230293391,-0.7807364474223685,-0.5763952466169195,-0.17265174764974356,0.08827058963990889
RPL26,209,dimgrey,dimgrey,2,0.19556574750605676,-0.6483069934873049,-0.5852134286954948,0.016552501707923883,0.024539262920624964
RPL5,212,dimgrey,dimgrey,2,0.02156352114857751,-0.5140021154671451,-0.5930598436574117,0.18708845869295712,0.11851435567552387
RPL12,213,dimgrey,dimgrey,2,0.15146682632142075,-0.6206126664399451,-0.6083415021203908,0.09464438762665153,0.09553111579564118
B2M,223,dimgrey,dimgrey,2,0.5218320948534108,-0.8930019807484834,-0.61563923187129,-0.29796659595876057,0.1993980829145791
RPL9,207,dimgrey,dimgrey,2,0.19185391592752415,-0.6742631720584756,-0.6201653892206943,0.04544169325281773,0.07102330980751168
RPS21,207,dimgrey,dimgrey,2,0.28542495547963326,-0.7434113177027818,-0.6224224562278807,-0.05031419375260958,0.09554548702514454
HLA-A,223,dimgrey,dimgrey,2,0.3719303783578046,-0.7994053414314839,-0.6229414899582634,-0.15963534363239584,0.23081044340355242
RPL11,210,dimgrey,dimgrey,2,0.18540955245880386,-0.6688238507592411,-0.6264286586558984,0.043714121077280205,0.16303203736824445
UQCRQ,186,dimgrey,dimgrey,2,-0.1576462887394135,-0.4221740944934824,-0.637412400352883,0.42253429464103986,0.03294724332511599
RPLP2,211,dimgrey,dimgrey,2,0.16452198886952044,-0.6855918662263422,-0.6536845627535268,0.05717716834484732,0.19167573079997563
MT2A,195,dimgrey,dimgrey,2,-0.4211231779781605,-0.3158697405686908,-0.6640303519303133,0.5314981091855596,0.1665676704551805
RPS28,208,dimgrey,dimgrey,2,0.17767669733037783,-0.7100674224452308,-0.6703888488409322,0.0489625193862993,0.18088757657181226
RPL27A,206,dimgrey,dimgrey,2,0.22382267064148353,-0.7394295017301498,-0.6705167296927499,0.02109335158152542,0.12398250699354646
RPS16,210,dimgrey,dimgrey,2,0.17817881755248233,-0.7120060316613342,-0.6861531568088901,0.07246063787760673,0.16439862199088912
RPL32,206,dimgrey,dimgrey,2,0.13690805410139728,-0.6945664143237552,-0.690933076751875,0.11005734049132303,0.17378360826363434
RPL10A,203,dimgrey,dimgrey,2,0.05789252422364165,-0.6426087430633028,-0.6923383209867627,0.17508059656018435,0.07945082982933567
IFITM3,187,dimgrey,dimgrey,2,-0.3591401233513848,-0.33822969226151195,-0.6955446716900304,0.6041978607948632,0.16984557983343548
ACTB,223,dimgrey,dimgrey,2,0.5564671590721083,-0.9471717940543679,-0.6955775749927824,-0.22975261113642145,0.2023888864693108
RPS15,207,dimgrey,dimgrey,2,0.19432570634004742,-0.7340932679678864,-0.695883594101378,0.053943057650559983,0.19047572605064417
RPS18,207,dimgrey,dimgrey,2,0.10769161213950866,-0.686876214844762,-0.6979306810286741,0.127138635512943,0.19405319521890418
RHOB,196,dimgrey,dimgrey,2,-0.2845630835174362,-0.4102686264460894,-0.698643663306439,0.48837715773914425,0.2618414649014049
RPL10,217,dimgrey,dimgrey,2,0.1457704156125591,-0.6924677161468131,-0.7071964955107779,0.1264275430945636,0.18667374432062073
RPS14,209,dimgrey,dimgrey,2,0.21665146075548858,-0.7500584865251517,-0.7078812384215324,0.05171660116519765,0.1872125965787619
RPL18,209,dimgrey,dimgrey,2,0.09557860837588146,-0.6835941853570238,-0.7204149457498856,0.14738441646922804,0.22585522226061636
RPL19,211,dimgrey,dimgrey,2,0.16000213436875083,-0.7259014709284121,-0.7246221331621617,0.11214635852169476,0.15426199855310455
RPS13,203,dimgrey,dimgrey,2,0.09633745225216661,-0.7012512982065973,-0.726373889567186,0.15704176571806747,0.14667481442518743
RPS4X,206,dimgrey,dimgrey,2,0.0845878650205039,-0.6834543299107567,-0.726903384436181,0.17041067179491687,0.1949854827888481
IFITM2,202,dimgrey,dimgrey,2,0.11317049972407954,-0.7265369676614136,-0.7459401110655569,0.11139961052594687,0.2818529809022542
RPL7A,203,dimgrey,dimgrey,2,-0.018579271035018916,-0.6351399446680779,-0.7465264835245242,0.24294477258045907,0.20976210203247808
EEF1A1,223,dimgrey,dimgrey,2,0.29011848275273355,-0.8574699002486521,-0.7915003856150384,0.015199652528303737,0.28266144805801335
