,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEbrown,kMEdarkgrey,kMEdimgrey,kMEfirebrick,kMEgainsboro,kMElightcoral,kMElightgrey,kMEsilver,kMEsnow,kMEwhitesmoke
VPS13B,25,gainsboro,gainsboro,5,-0.3351506536366013,0.1874073968888681,0.5214450508029572,0.5222326614453197,0.15311395654855667,0.5744424243140983,0.28175194923432334,0.367556594077911,-0.4008834265925608,0.5287802194108706,0.16492452808991007
ATG7,25,gainsboro,gainsboro,5,-0.36430819462381236,-0.08735691885964059,0.2149822377075086,0.4424070758462049,0.374658194278186,0.5605564585545051,0.3645151029816525,0.34636893811157204,-0.24619408628345688,0.3473252922466309,0.13293973095503087
EXT1,25,gainsboro,gainsboro,5,-0.6293915312523418,0.44352119021718994,0.5072250772988605,0.7075848221011783,-0.08375396508228279,0.5594683113362492,0.4361570732458612,0.593820682156547,-0.17786915858988794,0.5535148139764487,0.6946745822999902
USP47,24,gainsboro,gainsboro,5,-0.3486199292776207,0.3718618194756457,0.3410241756920606,0.4991288660060609,0.03955014660825065,0.5581780655222154,0.22474475197083982,0.264443896448316,-0.21234883473065222,0.4072978927651759,0.942059900100656
FHIT,23,gainsboro,gainsboro,5,-0.42285572371841335,0.28257607906051074,0.3074619761070533,0.525428394411367,0.5010982203360674,0.5528381199646691,0.3352937829633982,0.26734787268188076,-0.23563733772504092,0.5189763587131024,0.7558532694343503
ERBIN,25,gainsboro,gainsboro,5,-0.3047493935820646,0.5656169606658676,0.4994997972630989,0.5064293120638568,0.3883740580674529,0.5521673744143809,0.21696962215099225,0.47385539664089665,-0.43509230777049,0.6637930344096339,0.49881041618667854
CHST11,25,gainsboro,gainsboro,5,0.11250327589086842,0.09482636978667774,0.19060948169173725,0.1435641727909704,-0.005276697897528095,0.5468212725790287,0.08766820385564177,0.5493322173815505,-0.46735108692139987,0.1999358138270349,0.1868709799642859
FBXO11,25,gainsboro,gainsboro,5,-0.025432431731528524,0.4871123685265337,0.5602655621610462,0.3798464732450836,0.6457538545125389,0.5455053993640749,0.5887454022249241,0.4877326730360946,-0.6781601432437775,0.5690432020133335,0.5421294896613051
SF1,23,gainsboro,gainsboro,5,-0.567216619671415,0.13247948765223735,0.029622996597908305,0.4221319500063718,-0.08220353887365862,0.5453970304460296,0.12285115918052915,-0.18992368327800135,0.41876039316197555,0.20476191354418782,-0.050681565656890595
SLTM,21,gainsboro,gainsboro,5,-0.2595828265146955,0.2656851442433711,0.22493912153108,0.3923306629689702,-0.029077999132054444,0.5315881849047226,0.632689785599423,0.2467069951451329,-0.29089457600452884,0.4843397753280584,0.029651803522318016
EIF4G2,23,gainsboro,gainsboro,5,-0.468376561405576,-0.003405694788783624,0.026927285434934868,0.35645949342122074,-0.04619507641091075,0.5235177426780341,0.09388719743719703,-0.13073558295370513,0.37998036250422373,0.13673554973766602,-0.12481791519229453
BACH1,23,gainsboro,gainsboro,5,-0.4097556237203333,0.42915174851838334,0.46066296391846934,0.5974960437833415,-0.04858008741902896,0.5210013358012655,0.23722107846633042,0.7164907567879519,-0.3197503026422669,0.5304793910435065,0.7546471758451169
PCM1,25,gainsboro,gainsboro,5,-0.304657747378289,0.4453897098476483,0.41436316753132135,0.5163462597083098,0.0021703823714958365,0.5202162767619483,0.3067773518769383,0.3999410417716615,-0.48756118497122786,0.43643661109035575,0.6195509548488033
XPO1,23,gainsboro,gainsboro,5,0.018220128909378828,-0.09830574519858189,0.14984993124869447,0.11522302692893964,0.029402366748445825,0.5107324976933416,0.28277999743138255,0.08181907414045773,-0.30670493121321263,0.10699807170298303,0.03455289949741909
SAR1B,22,gainsboro,gainsboro,5,-0.4899538617136515,0.6280408278677413,0.32472794268088434,0.604494014484084,0.38718011976546196,0.5100198025517687,0.3098399416911769,0.24245194390562722,-0.21287506689692107,0.6011420527207255,0.6871154222734313
