,n_cells,dynamicColors,moduleColors,moduleLabels,kMEblack,kMEbrown,kMEdarkgrey,kMEdimgrey,kMEfirebrick,kMEgainsboro,kMElightcoral,kMElightgrey,kMEsilver,kMEsnow,kMEwhitesmoke
CYTH1,25,black,black,0,0.5736354275198123,-0.20861776763705198,-0.006932679332529862,-0.42080962212274803,-0.10162040663245021,-0.12680478768390235,-0.2646085659307279,0.24038970393985132,-0.4676220247379647,-0.15938912768011018,-0.014748185036624738
TTC39C,24,black,black,0,0.5504064514059437,-0.4377471295750248,-0.49721282783162635,-0.6195161620572814,-0.036727115418152254,-0.4518672127027168,-0.4383542471984421,-0.4029049574936679,0.19096683872500486,-0.5140273654752836,-0.3192861272299274
ATF7IP,25,black,black,0,0.5368906273690093,0.287587717772055,0.015512610515759464,-0.2832169708591225,0.21575087768092907,-0.07254878740596837,0.22324350154834033,0.3304134348427462,-0.5276998565165101,-0.18872151293560072,0.014097995058669412
UBAC2,24,black,black,0,0.5318975894919038,-0.2589126455515262,-0.24536147488667995,-0.5119566446834914,0.3234627647333835,-0.26265044541778715,-0.2938338355204072,-0.2515418787686385,0.11523070872627408,-0.3409859800658074,-0.17212456033001405
TMEM131L,25,black,black,0,0.5185887602962427,-0.40204881955637883,-0.48354524910817204,-0.53758949734782,0.18939965751305604,-0.5190304608811674,-0.2165535991239213,-0.381570429663425,0.14407510027739864,-0.47434731263743934,-0.24765756950731918
LYST,25,black,black,0,0.5155897355208198,-0.32512117614365316,-0.19679459911171146,-0.521711918201151,-0.1343885553823009,-0.41138287937455204,-0.4260939587663301,-0.2782122811392717,-0.003017110647330415,-0.4394957055086493,0.1564736308154577
JAZF1,25,black,black,0,0.5145850459786461,-0.15850608263880944,-0.16340633697921286,-0.4709275929776052,0.16380105506460532,-0.4313003419545524,-0.0801444165086045,-0.054906467240377094,-0.027594144329165723,-0.322111360153699,-0.42215769595418934
GPBP1,25,black,black,0,0.5054662975242032,-0.1276534586396205,-0.3689394060399522,-0.566044822185896,0.0780628446614728,-0.41866138004338577,-0.313984740245559,-0.37752453057445984,0.12141546053913108,-0.47896369754345614,-0.17974848422313827
UTRN,25,black,black,0,0.5042284875864346,-0.04799552395739797,-0.2279980807112071,-0.39566810244528794,0.5723949270418138,-0.07095762147653359,-0.17899108584196272,-0.17694630026690425,-0.21876216478839575,0.07089959474428895,-0.1380484289069564
TRPS1,25,black,black,0,0.47258347328830586,-0.3514229454242549,-0.3832945864225653,-0.5810496079609969,-0.07058491468968184,-0.610820051774165,-0.6780298333796728,-0.4287316105502751,0.28383293904427176,-0.547390040490234,-0.34736484048504035
HSPD1,25,black,black,0,0.4637729627426016,-0.1889933864480418,-0.27437253119032917,-0.2930967012315012,0.045822690743945085,-0.1686979900527147,-0.11922519298252862,-0.017186566770428412,-0.2484133630355006,-0.38304529131841725,-0.05997056555481078
DLEU2,25,black,black,0,0.46143859032836676,0.28827952078349234,0.02554450776083727,-0.3523328837061842,0.007371092878723246,-0.21278077155268132,-0.1782361149763493,-0.03625859799273855,-0.30150980487579565,-0.3346227781448122,0.06931779274720404
RPS6KA3,25,black,black,0,0.45613523817567775,-0.5164946950833109,-0.0353202115387963,-0.3720972772727962,0.24937548829651116,-0.2653705941664291,0.04371904697460777,-0.10255739062607037,-0.2449725645366597,-0.29913466081134166,-0.3298028388890451
ARID4B,25,black,black,0,0.45192315827925544,-0.13690064364058346,-0.04170090956154272,-0.27349974611568034,-0.188174686441865,-0.19096370077199146,-0.20557842117789468,0.295655131528056,-0.31314863823977873,-0.3099025602084109,-0.24930541967224376
PRKN,25,black,black,0,0.45115570523074683,-0.09746906748268593,-0.050149201948486904,-0.3494041210950641,-0.11979205225396247,-0.40871123156013667,-0.330130114862866,0.13085537953417797,-0.31743764600831925,-0.04518682722614842,-0.08032365026537121
FKBP5,25,black,black,0,0.43895735377214845,-0.4428753569702649,-0.06819259311145605,-0.30235547963348813,0.020537763836019202,-0.188432608699585,-0.4008786206014398,-0.11406327761409439,-0.17443649152732263,-0.04530818655493845,-0.1214284563054383
ZBTB16,24,black,black,0,0.4099637325401889,-0.17455415641854213,-0.29273090755632286,-0.3952427744482345,-0.14581432507543748,-0.26989956852479263,-0.31468497557327524,-0.08705598680951757,-0.0337686574098899,-0.2332322825631458,-0.2584899147295775
MT-ND4L,25,black,black,0,0.39921516468175,0.07191971820103352,0.11697925438201366,-0.1750742494535353,-0.043875923328446934,0.17722074460689122,-0.11862005484532064,0.16141646481022515,-0.6011484811123295,0.12951700006155029,-0.006026177997351228
ZFHX3,24,black,black,0,0.3661230118733726,-0.2376611020632888,-0.13332332650994852,-0.26319564479658597,0.13100121274245324,-0.2670473366869362,-0.2504233657752496,-0.0649323113222929,-0.14361320566658717,-0.2538519926515641,-0.18033237312738606
PTGES3,25,black,black,0,0.3532068377008291,-0.045025869406353926,-0.3041490524559381,-0.1492082740228071,0.03832120579252955,-0.06868298803307377,0.0468521349714533,-0.04714965734811977,-0.11397138046160413,-0.05720696979503955,0.048209503622753024
GNAQ,23,black,black,0,0.32241221575116585,-0.14096319458671655,-0.1719212111091461,-0.23374444731506225,0.056029085731271126,-0.21751039355550683,-0.28048218601683367,-0.16383602360396887,-0.013368611743037469,-0.24847492906121219,-0.17762365641606404
B4GALT1,25,black,black,0,0.31050369028503777,-0.15861902338363393,-0.3376198820330969,-0.27349548596748197,0.15085297712872514,0.07748045614950878,-0.2897172577767443,-0.24330998080352412,0.047579467529387666,-0.30118564260859887,0.010606601204299378
MAML2,25,black,black,0,0.30125527099731986,-0.012651571887025419,-0.1350075701354073,-0.20870762647095023,0.015448372218426295,-0.05560652876120029,-0.17360900925141814,0.19572119894062076,-0.27145155286623124,-0.19169532420454918,0.2489503602167295
KLF6,25,black,black,0,0.29580560745846884,-0.4966921467777563,-0.6164135257183823,-0.5953409657119543,-0.2320816681783502,-0.5722652031199084,-0.5001300642030535,-0.753538621789772,0.7227409725543954,-0.6010609586257216,-0.4638814365774145
RPS5,25,black,black,0,0.24679992690097066,-0.5412910134961303,-0.7079692965388038,-0.5978626476711347,-0.3329796227436673,-0.7191065896201596,-0.6087910584320033,-0.7059492036174883,0.7754620694058789,-0.7194945516949193,-0.5416253572846036
CCNH,25,black,black,0,0.23823118873415478,-0.3069482022028431,-0.6806618010302342,-0.4910185848250769,-0.2741866223069067,-0.4211441701098423,-0.3845527400961104,-0.503491354775903,0.4143248649557487,-0.4771468820093468,-0.13495630597124275
TNFAIP3,24,black,black,0,0.2196612324313016,-0.3316413027693455,-0.635108449631542,-0.49463808466515874,-0.3577713980156257,-0.5458718768342383,-0.3664287598470748,-0.4700225158364505,0.5108491371641116,-0.6409792191940047,-0.28321469773012237
RPL13,25,black,black,0,0.2005525714190492,-0.5552425409003938,-0.683529833351789,-0.5976118456712752,-0.4256650667074242,-0.6635712339307829,-0.5713242952851205,-0.7500822895975053,0.8691274856671948,-0.750646022990577,-0.5388455047724875
LDLRAD4,25,black,black,0,0.19152265630398596,0.09951818663064692,0.2043950042402954,-0.012411685084811063,0.33576288133165516,0.023460317867397655,0.30231224555756325,0.03943297910607759,-0.2425063220890303,0.015110387302907953,-0.20856303722813
UBC,25,black,black,0,0.1854696149871753,-0.5235355309827429,-0.729221679464484,-0.4440079433708854,-0.20832378738213292,-0.31100374964752303,-0.5475138105079264,-0.3917860183990887,0.4254897394167745,-0.5223077800487392,-0.30996511209333655
RPS18,25,black,black,0,0.18542157485487393,-0.5468735605497448,-0.7586590927497056,-0.581721053164002,-0.4965316437462846,-0.6817365363559761,-0.5411902645316921,-0.7531001928926293,0.8623176219491492,-0.7605785408075181,-0.5320006318084264
RPS21,24,black,black,0,0.16981935951703186,-0.5040872071395753,-0.6797429018236761,-0.5230656518461249,-0.42165488277516255,-0.5948331776402185,-0.4560994196417406,-0.5517358264497584,0.6705914224910975,-0.7130891345720123,-0.45397862792547483
DLEU1,24,black,black,0,0.11457467543890618,-0.27718831317065545,-0.5233244046369776,-0.345509298649434,-0.23220570977587535,-0.45801671508405317,-0.20479957109366898,-0.24228069218518508,0.3201848944990072,-0.49207146903287635,-0.2679393037474741
SORL1,24,black,black,0,0.10835766871873309,-0.29031832322946144,-0.47019995103659346,-0.3077230175299032,-0.32076377171071413,-0.36302593409065415,-0.24469469737429364,-0.1931512229917747,0.3007276558345415,-0.5079030451774829,-0.15517493969367127
