"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0837.2","MA0837.2",1,672,2.7027027027027,1.68,1.60875160875161,0.465896341214498,"CEBPE",0.59156012499162
"MA0780.1","MA0780.1",1,676,2.7027027027027,1.69,1.59923236846314,0.467903533692844,"PAX3",0.593020595815838
"MA0043.3","MA0043.3",2,1696,5.40540540540541,4.24,1.2748597654258,0.46903693248672,"HLF",0.593370305815009
"MA0724.1","MA0724.1",1,680,2.7027027027027,1.7,1.58982511923688,0.469903386148678,"VENTX",0.593381648202345
"MA0827.1","MA0827.1",1,707,2.7027027027027,1.7675,1.52911044000153,0.483212383935925,"OLIG3",0.606552722547075
"MA0024.3","MA0024.3",1,709,2.7027027027027,1.7725,1.52479701139786,0.484185197527984,"E2F1",0.606552722547075
"MA1154.1","MA1154.1",3,2799,8.10810810810811,6.9975,1.15871498508154,0.484257779228314,"ZNF282",0.606552722547075
"MA1546.1","MA1546.1",1,710,2.7027027027027,1.775,1.52264940997335,0.484670935933508,"PAX3.1",0.606552722547075
"MA1937.1","MA1937.1",2,1747,5.40540540540541,4.3675,1.23764290907966,0.484716265272446,"ERF::HOXB13",0.606552722547075
"MA0060.3","MA0060.3",3,2820,8.10810810810811,7.05,1.15008625646924,0.489335384559353,"NFYA",0.611227592265474
"MA0681.2","MA0681.2",3,2836,8.10810810810811,7.09,1.14359775854839,0.493189394509363,"PHOX2B",0.614931641442305
"MA0059.1","MA0059.1",2,1790,5.40540540540541,4.475,1.20791182243696,0.497725388025941,"MAX::MYC",0.61868616238901
